        0.0000  -0.695644   0.362698  -0.332946 
     2100.0000  -0.580830   0.358188  -0.222642 
     4200.0000  -0.671509   0.334609  -0.336900 
     6300.0000  -0.670285   0.337845  -0.332440 
     8400.0000  -0.402490   0.333755  -0.068735 
    10500.0000  -0.681988   0.352950  -0.329039 
    12600.0000  -0.695690   0.318189  -0.377501 
    14700.0000  -0.653532   0.343394  -0.310138 
    16800.0000  -0.727182   0.314261  -0.412921 
    18900.0000  -0.656893   0.346015  -0.310879 
    21000.0000  -0.703710   0.322611  -0.381099 
