        0.0000  -0.745837   0.418523  -0.327314 
     2100.0000  -0.515282   0.286141  -0.229141 
     4200.0000  -0.644613   0.333803  -0.310810 
     6300.0000  -0.603736   0.378436  -0.225300 
     8400.0000  -0.665753   0.351476  -0.314277 
    10500.0000  -0.469125   0.325627  -0.143498 
    12600.0000  -0.596790   0.331208  -0.265582 
    14700.0000  -0.568795   0.346438  -0.222357 
    16800.0000  -0.591429   0.340845  -0.250584 
    18900.0000  -0.527442   0.322393  -0.205049 
    21000.0000  -0.714716   0.372304  -0.342412 
