        0.0000  -0.489314   0.380680  -0.108634 
     2100.0000  -0.773940   0.350212  -0.423728 
     4200.0000  -0.608213   0.360578  -0.247636 
     6300.0000  -0.564901   0.323014  -0.241887 
     8400.0000  -0.535326   0.308623  -0.226704 
    10500.0000  -0.439283   0.321660  -0.117623 
    12600.0000  -0.717861   0.321848  -0.396013 
    14700.0000  -0.603677   0.348299  -0.255378 
    16800.0000  -0.646841   0.303991  -0.342850 
    18900.0000  -0.765832   0.322170  -0.443662 
    21000.0000  -0.532262   0.336711  -0.195551 
