        0.0000  -0.497558   0.368151  -0.129407 
     2100.0000  -0.467951   0.335259  -0.132692 
     4200.0000  -0.719430   0.321536  -0.397894 
     6300.0000  -0.523102   0.281857  -0.241245 
     8400.0000  -0.705655   0.331837  -0.373817 
    10500.0000  -0.480563   0.353313  -0.127250 
    12600.0000  -0.510524   0.320257  -0.190267 
    14700.0000  -0.467320   0.347913  -0.119407 
    16800.0000  -0.496084   0.333879  -0.162205 
    18900.0000  -0.793867   0.286962  -0.506905 
    21000.0000  -0.508054   0.336918  -0.171136 
