        0.0000  -0.588145   0.321004  -0.267141 
     2100.0000  -0.575950   0.346347  -0.229603 
     4200.0000  -0.520814   0.401220  -0.119594 
     6300.0000  -0.596870   0.305620  -0.291250 
     8400.0000  -0.642321   0.311497  -0.330824 
    10500.0000  -0.685524   0.334474  -0.351050 
    12600.0000  -0.716721   0.333287  -0.383434 
    14700.0000  -0.681140   0.350020  -0.331121 
    16800.0000  -0.579555   0.309789  -0.269766 
    18900.0000  -0.538014   0.401751  -0.136263 
    21000.0000  -0.515434   0.389594  -0.125840 
