        0.0000  -0.657608   0.331596  -0.326012 
     2100.0000  -0.602898   0.330765  -0.272133 
     4200.0000  -0.467077   0.318899  -0.148178 
     6300.0000  -0.636813   0.341295  -0.295517 
     8400.0000  -0.549668   0.373418  -0.176249 
    10500.0000  -0.643012   0.352627  -0.290385 
    12600.0000  -0.521683   0.313781  -0.207902 
    14700.0000  -0.453480   0.316393  -0.137086 
    16800.0000  -0.559213   0.313113  -0.246100 
    18900.0000  -0.692456   0.340429  -0.352027 
    21000.0000  -0.515973   0.363672  -0.152302 
