        0.0000  -0.537314   0.293183  -0.244131 
     2100.0000  -0.713647   0.362378  -0.351269 
     4200.0000  -0.572369   0.307528  -0.264841 
     6300.0000  -0.587622   0.339994  -0.247628 
     8400.0000  -0.717506   0.301087  -0.416419 
    10500.0000  -0.544178   0.325536  -0.218642 
    12600.0000  -0.617182   0.356506  -0.260676 
    14700.0000  -0.559563   0.347321  -0.212242 
    16800.0000  -0.452062   0.285344  -0.166719 
    18900.0000  -0.705810   0.313373  -0.392437 
    21000.0000  -0.685175   0.337733  -0.347442 
