        0.0000  -0.679139   0.349918  -0.329221 
     2100.0000  -0.562161   0.302616  -0.259545 
     4200.0000  -0.467624   0.330309  -0.137315 
     6300.0000  -0.468659   0.286945  -0.181713 
     8400.0000  -0.680653   0.362577  -0.318076 
    10500.0000  -0.578561   0.383422  -0.195139 
    12600.0000  -0.423606   0.328461  -0.095144 
    14700.0000  -0.569813   0.346748  -0.223064 
    16800.0000  -0.439818   0.319416  -0.120402 
    18900.0000  -0.496359   0.330994  -0.165365 
    21000.0000  -0.520784   0.309628  -0.211155 
