bin_centers_min,f_min,bin_centers_max,f_max
0.217209,0.0,0.217209,3.722607216341684
0.6516270000000001,6.920563876781124,0.6516270000000001,4.368037267498757
1.086045,11.43867746374611,1.086045,6.7883781219392105
1.5204630000000001,16.149421644171937,1.5204630000000001,7.935177130944666
1.9548809999999999,18.687439898932496,1.9548809999999999,8.086426952683226
2.389299,20.21185919743707,2.389299,8.312494236591444
2.823717,21.533076545615174,2.823717,9.009071877863944
3.2581350000000002,22.7648731584884,3.2581350000000002,9.89462606589871
3.692553,24.652409373667197,3.692553,10.50370022841146
4.126971,25.587436729222347,4.126971,10.147139176157168
4.561388999999999,27.145571060020263,4.561388999999999,9.867126055648212
4.995807,28.681908068270175,4.995807,10.390286605118877
5.430225,29.269836461750007,5.430225,11.060033272704135
5.864643,29.00349486374718,5.864643,11.17996924858974
6.299061,30.179757478489492,6.299061,10.85658581670888
6.733479,29.88614058140735,6.733479,10.54979311156005
7.167897000000001,30.95972436319775,7.167897000000001,9.933331430640676
7.602315000000001,30.60705274730298,7.602315000000001,9.779900550461345
8.036733,30.552272862876443,8.036733,9.14983179430087
8.471151,30.48769077537832,8.471151,9.008864525034355
8.905569,30.501447035618135,8.905569,9.733611094549225
9.339987,30.346242994543154,9.339987,9.27125128369743
9.774405000000002,30.26356642906583,9.774405000000002,9.330534904705722
10.208823,29.928035814661083,10.208823,8.834001575981063
10.643241000000002,29.651700137265728,10.643241000000002,8.705863958692376
11.077659,30.061089100387434,11.077659,9.068990500139215
11.512077,30.016259689047807,11.512077,8.189677737700825
11.946495,29.752042450879124,11.946495,8.180147954276196
12.380913000000001,29.600624337293937,12.380913000000001,8.351858476992739
12.815331000000002,29.443111802240388,12.815331000000002,7.644677800680891
13.249749000000001,29.305210011862467,13.249749000000001,7.568178155646927
13.684167,29.312381661205286,13.684167,7.375243591859999
14.118585,28.923996214638727,14.118585,7.309807118261589
14.553003,28.6602438115327,14.553003,7.433260963826935
14.987421,28.4635799121707,14.987421,7.579017585988944
15.421839,27.94786152021289,15.421839,7.323141165528469
15.856257,27.948622496031717,15.856257,6.638028267759919
16.290675,28.210812549712227,16.290675,6.901353506369227
16.725092999999998,28.18555669726644,16.725092999999998,6.432994495328154
17.159511,28.350811774177565,17.159511,6.913219883625329
17.593929,28.268612927822844,17.593929,6.138722690238782
18.028347,28.229789591796695,18.028347,5.919903871042858
18.462765,27.914040234249573,18.462765,5.404923957561342
18.897183,27.63871174277633,18.897183,5.636720925746178
19.331601,27.85731567801606,19.331601,5.515635983255169
19.766019,27.883439854617688,19.766019,5.760919036053761
20.200437,27.753193270921855,20.200437,5.921336726537676
20.634854999999998,27.676028509858916,20.634854999999998,5.738938694839697
21.069273,27.696886044076383,21.069273,5.588375345835626
21.503691,27.53427433315654,21.503691,5.669186251485452
21.938109,27.784917258649592,21.938109,4.866270435151294
22.372527,27.511897358627223,22.372527,4.506389584813422
22.806945,27.543607445946023,22.806945,4.570398084243839
23.241363,27.518618537619123,23.241363,4.085266874436046
23.675780999999997,27.41455594106703,23.675780999999997,3.8252410916082793
24.110199,27.148144929594295,24.110199,3.154812598235546
24.544617000000002,27.113200055298062,24.544617000000002,2.7128916136216086
24.979035,26.86377022507614,24.979035,2.8214207266087827
25.413453,26.97890537568731,25.413453,3.0429379456622856
25.847870999999998,26.889817099050486,25.847870999999998,3.365797844381082
26.282289,27.025229616599027,26.282289,3.3350793130403007
26.716707,27.096678197862936,26.716707,3.013049654120276
27.151125,26.915564281472015,27.151125,3.2031751917875537
27.585543000000005,26.940987280123508,27.585543000000005,2.9411068146898938
28.019961000000002,26.8356773706436,28.019961000000002,2.3809368530815753
28.454379,26.959279133448,28.454379,2.271027720846188
28.888797000000004,27.027678646509095,28.888797000000004,2.6241044486888665
29.323215000000005,26.977718146241635,29.323215000000005,2.3788845467668613
29.757633000000002,26.65455709760249,29.757633000000002,2.5371103965558746
30.192051,26.72950296378503,30.192051,2.610920519645984
30.626469000000004,26.40286053352713,30.626469000000004,2.77376884686715
31.060887000000005,26.437001581716352,31.060887000000005,2.1093905661821806
31.495305000000002,26.495899748374608,31.495305000000002,2.062685615419565
31.929723000000006,26.16606688994165,31.929723000000006,2.0464618824920304
32.364141000000004,26.0895683829422,32.364141000000004,2.5275890307310407
32.798559000000004,26.07094569775203,32.798559000000004,2.2246506261828305
33.232977,26.036849860978517,33.232977,1.7601951617594311
33.667395000000006,25.90247350216199,33.667395000000006,1.5044328719559088
34.101813,25.894111726823652,34.101813,1.7885626870184854
34.536231,25.92608650975248,34.536231,1.6146387534041553
34.970649,25.728742256151506,34.970649,1.364465911985631
35.405067,25.55773952812801,35.405067,1.6315459641688124
35.839485,25.647846444143365,35.839485,1.617665778371408
36.273903000000004,25.806658594207008,36.273903000000004,1.5452836332783129
36.708321000000005,25.758243325804006,36.708321000000005,1.33340835167109
37.142739000000006,25.702145731126272,37.142739000000006,1.2306535025627197
37.577157,25.68155274315314,37.577157,1.571601758056877
38.011575,25.679475947531852,38.011575,1.2456813784966538
38.445993,25.631032269101645,38.445993,2.021433064127735
38.880411,25.107203645502224,38.880411,1.4928491049403068
39.314829,24.974459298320493,39.314829,1.3594544114214466
39.749247000000004,25.37746057099878,39.749247000000004,1.0218008797497236
40.183665000000005,25.225192080474976,40.183665000000005,2.5093055189031475
40.618083,25.51623826673008,40.618083,0.8372023932959554
41.052501,25.474142213747484,41.052501,0.6917236793204316
41.48691900000001,25.166382438173628,41.48691900000001,0.3537135333092323
41.921337,24.559459645552714,41.921337,0.0
42.355755,24.829445185156644,42.355755,0.22012216408296403
42.790173,25.08897060176228,42.790173,0.10582673543921395
43.224591000000004,25.163482573647002,43.224591000000004,0.3777376030512354
