x_fit_1,y_fit_1,x_fit_2,y_fit_2
43.22645290581163,0.006738771226508378,43.22645290581163,0.002867766888922438
43.3186372745491,0.006741365527869104,43.3186372745491,0.0028774668137167662
43.410821643286575,0.006744027763418421,43.410821643286575,0.0028874544992798065
43.503006012024045,0.006746759711732354,43.503006012024045,0.0028977384765011644
43.59519038076152,0.0067495631979333556,43.59519038076152,0.0029083275288196136
43.687374749499,0.0067524400949074805,43.687374749499,0.0029192306996781523
43.77955911823647,0.006755392324553348,43.77955911823647,0.002930457300197851
43.87174348697395,0.006758421859063705,43.87174348697395,0.0029420169170768086
43.963927855711425,0.006761530722240438,43.963927855711425,0.002953919420720751
44.056112224448896,0.006764720990843916,44.056112224448896,0.002966174973611977
44.14829659318637,0.006767994795977543,44.14829659318637,0.0029787940389235496
44.24048096192385,0.006771354324508443,44.24048096192385,0.0029917873893857997
44.33266533066132,0.006774801820525219,44.33266533066132,0.0030051661164124588
44.4248496993988,0.006778339586833746,44.4248496993988,0.003018941639493895
44.51703406813627,0.006781969986491979,44.51703406813627,0.0030331257158651434
44.609218436873746,0.006785695444384811,44.609218436873746,0.0030477304504566765
44.701402805611224,0.006789518448839996,44.701402805611224,0.0030627683061360076
44.793587174348694,0.006793441553286222,44.793587174348694,0.0030782521142485334
44.88577154308617,0.0067974673779544244,44.88577154308617,0.0030941950854661785
44.97795591182365,0.006801598611623448,44.97795591182365,0.00311061082095268
45.07014028056112,0.0068058380134112355,45.07014028056112,0.003127513323854593
45.1623246492986,0.006810188414612699,45.1623246492986,0.0031449170111273483
45.254509018036075,0.006814652720585501,45.254509018036075,0.0031628367257059147
45.346693386773545,0.006819233912684974,45.346693386773545,0.003181287749029946
45.43887775551102,0.00682393505024947,45.43887775551102,0.0032002858139335098
45.53106212424849,0.006828759272637434,45.53106212424849,0.0032198471179097706
45.62324649298597,0.00683370980131754,45.62324649298597,0.003239988336761333
45.71543086172345,0.006838789942013281,45.71543086172345,0.003260726638647171
45.807615230460925,0.006844003086903398,45.807615230460925,0.0032820796985374295
45.899799599198396,0.006849352716879623,45.899799599198396,0.003304065713087628
45.99198396793587,0.006854842403863189,45.99198396793587,0.0033267034159441718
46.08416833667334,0.006860475813181657,46.08416833667334,0.003350012093493315
46.17635270541082,0.006866256706007595,46.17635270541082,0.0033740116010661427
46.2685370741483,0.006872188941860723,46.2685370741483,0.0033987223796123553
46.36072144288577,0.006878276481175165,46.36072144288577,0.0034241654728560983
46.452905811623246,0.006884523387933484,46.452905811623246,0.00345036254494734
46.545090180360724,0.00689093383236922,46.545090180360724,0.003477335898622678
46.637274549098194,0.006897512093739721,46.637274549098194,0.0035051084938898533
46.72945891783567,0.006904262563171056,46.72945891783567,0.0035337039672505904
46.82164328657315,0.006911189746576893,46.82164328657315,0.003563146651476729
46.91382765531062,0.006918298267653223,46.91382765531062,0.0035934615959550857
47.0060120240481,0.006925592870950917,47.0060120240481,0.0036246745876168177
