bin_centers_min,f_min,bin_centers_max,f_max
0.217209,0.0,0.217209,3.344291300015863
0.6516270000000001,5.685693247966128,0.6516270000000001,5.887629429653773
1.086045,8.493837787753343,1.086045,7.246004947677266
1.5204630000000001,13.119435241530997,1.5204630000000001,7.448693041765276
1.9548809999999999,16.970479694598716,1.9548809999999999,8.555244059009475
2.389299,17.95402392124007,2.389299,9.078773566983033
2.823717,19.269480794743608,2.823717,8.828288762082318
3.2581350000000002,21.02730666375487,3.2581350000000002,9.188930186796028
3.692553,22.03666950544127,3.692553,8.995958400968464
4.126971,22.931029546656283,4.126971,8.764417937427726
4.561388999999999,26.68373503616874,4.561388999999999,8.49875517488524
4.995807,28.924360535762535,4.995807,8.150071722996097
5.430225,31.29214559239084,5.430225,6.271085091851326
5.864643,35.62389666970521,5.864643,6.6260956871863
6.299061,37.30339858057373,6.299061,6.21602940358652
6.733479,35.85200924698399,6.733479,6.303195225708276
7.167897000000001,35.90176258579825,7.167897000000001,6.300715309095068
7.602315000000001,35.84078390852515,7.602315000000001,6.43598849472737
8.036733,35.54816085626591,8.036733,6.565084263386374
8.471151,35.466024132989446,8.471151,6.3216800117689065
8.905569,35.749291873087294,8.905569,6.2672802458498955
9.339987,35.62062221479599,9.339987,6.953739141739581
9.774405000000002,35.756481653895165,9.774405000000002,6.893851704116788
10.208823,35.617626685128194,10.208823,6.90000948349214
10.643241000000002,35.239794993069914,10.643241000000002,6.719118412978304
11.077659,35.27722556404389,11.077659,6.570757210239812
11.512077,35.12229483760318,11.512077,6.159135401316377
11.946495,35.203643132575756,11.946495,6.094788722562942
12.380913000000001,35.811575977500304,12.380913000000001,5.705115376424346
12.815331000000002,35.34579939410311,12.815331000000002,5.377420590169492
13.249749000000001,35.36338240317852,13.249749000000001,5.384513767429509
13.684167,34.32079752007515,13.684167,5.3859406180906335
14.118585,34.496897334917506,14.118585,5.489740619550565
14.553003,34.32173633776979,14.553003,5.130073449057186
14.987421,34.061457988811064,14.987421,4.897743768546239
15.421839,34.211500778152065,15.421839,4.714791857902953
15.856257,34.74098435622951,15.856257,4.638457709699801
16.290675,34.21231686377563,16.290675,4.614250773111095
16.725092999999998,33.752899381402344,16.725092999999998,4.251564151594153
17.159511,33.47440791606085,17.159511,4.356270505153241
17.593929,33.3200365265229,17.593929,4.057259953951849
18.028347,33.11936230842225,18.028347,4.052141858724206
18.462765,32.56292117395522,18.462765,4.111669268414475
18.897183,33.16697028798812,18.897183,4.550562932258074
19.331601,33.360940589928624,19.331601,4.775723508363194
19.766019,33.42609992838984,19.766019,4.616927614551116
20.200437,33.00894026035162,20.200437,4.4712284018774815
20.634854999999998,32.95345540232623,20.634854999999998,4.382692754036444
21.069273,32.93670005762307,21.069273,4.185842225681537
21.503691,32.538649804174256,21.503691,4.095337097755984
21.938109,32.53035107440026,21.938109,4.005764241051071
22.372527,33.16818249563215,22.372527,3.7148493161635683
22.806945,32.01923064868596,22.806945,3.5310128642513234
23.241363,31.244902953624717,23.241363,3.5049767110599648
23.675780999999997,31.376833774925053,23.675780999999997,3.3825638072721667
24.110199,30.699453794224475,24.110199,3.627273306300589
24.544617000000002,30.965242847697283,24.544617000000002,3.686687207055977
24.979035,30.877630419902495,24.979035,3.2428445669409163
25.413453,31.695322287549384,25.413453,2.9613562472800217
25.847870999999998,31.66036368809901,25.847870999999998,3.117000171141954
26.282289,31.837347493365456,26.282289,2.742000557247721
26.716707,31.7000595422789,26.716707,2.8416468349536537
27.151125,31.669305174945187,27.151125,2.882401144459826
27.585543000000005,31.562410109761203,27.585543000000005,2.8394608231841776
28.019961000000002,31.445702519536827,28.019961000000002,2.7574523645158484
28.454379,31.95851913945345,28.454379,2.1647968998116838
28.888797000000004,31.753423617865092,28.888797000000004,2.642212420954648
29.323215000000005,31.144043806032073,29.323215000000005,2.481738487263954
29.757633000000002,30.962190238776827,29.757633000000002,2.6842295473166295
30.192051,30.584300554708634,30.192051,2.2756829936594105
30.626469000000004,31.229418124812742,30.626469000000004,2.400144747839742
31.060887000000005,31.795614856174712,31.060887000000005,2.3080241861500124
31.495305000000002,31.640554205082175,31.495305000000002,2.065020342835153
31.929723000000006,32.531231650345845,31.929723000000006,1.8003479733156857
32.364141000000004,32.1506736679363,32.364141000000004,1.7909050040327141
32.798559000000004,31.613097436375348,32.798559000000004,2.288383223411948
33.232977,31.081382967357925,33.232977,1.7366295105588958
33.667395000000006,30.813352670267093,33.667395000000006,1.7457605512584307
34.101813,31.49174507678296,34.101813,2.902047548210141
34.536231,31.876732888683968,34.536231,1.9630400863153312
34.970649,32.18651965860116,34.970649,1.974808254322169
35.405067,32.301588864123396,35.405067,1.7756167942435734
35.839485,30.9278459568297,35.839485,1.61159261377352
36.273903000000004,30.934112205068455,36.273903000000004,1.7357717565261859
36.708321000000005,31.072756550727874,36.708321000000005,1.9582566882835417
37.142739000000006,30.276214299416434,37.142739000000006,2.166459546732776
37.577157,30.28008714660996,37.577157,1.695192822695931
38.011575,30.25758668239868,38.011575,1.697352841939343
38.445993,30.61571378625922,38.445993,1.722092075210794
38.880411,30.698214203238898,38.880411,1.6557833845778123
39.314829,30.895305230715906,39.314829,1.461624180554578
39.749247000000004,31.009725975671024,39.749247000000004,1.1942848383454159
40.183665000000005,31.4307165395969,40.183665000000005,1.2234257365475187
40.618083,32.290603075574815,40.618083,0.9800540274014171
41.052501,32.29930430727503,41.052501,0.5542333841369174
41.48691900000001,32.62565709422441,41.48691900000001,0.8741734068329672
41.921337,32.06339856925261,41.921337,0.27442445631293166
42.355755,32.25208049394636,42.355755,0.36741603885439567
42.790173,32.05786401558828,42.790173,0.0
43.224591000000004,31.832602777331317,43.224591000000004,0.14631658767992572
